model,hardware,prompt_size,batch_size,token_size,peak_power,average_power,prompt_time,token_time,e2e_time,tensor_parallel
bloom-176b,h100-80gb-pcap,512,32,128,0,0,3357.072445,45.84156714,8430.319309,8
bloom-176b,h100-80gb-pcap,512,64,128,0,0,6314.307117,63.82134216,13013.1731,8
bloom-176b,h100-80gb-pcap,512,64,128,0,0,6483.300375,63.77232612,13134.75418,8
bloom-176b,h100-80gb-pcap,512,64,128,0,0,6495.385928,64.08132044,13185.48298,8
bloom-176b,h100-80gb-pcap,512,64,128,0,0,6707.475294,63.31152586,13248.7998,8
bloom-176b,h100-80gb-pcap,512,64,128,0,0,6532.701406,65.19258416,13353.42526,8
bloom-176b,h100-80gb-pcap,128,1,128,0,0,62.55133433,35.1792851,4518.982172,8
bloom-176b,h100-80gb-pcap,128,1,128,0,0,64.30297115,35.74425153,4591.994762,8
bloom-176b,h100-80gb-pcap,128,1,128,0,0,63.42646437,35.63591805,4577.590942,8
bloom-176b,h100-80gb-pcap,128,1,128,0,0,61.77921237,35.8931502,4608.956814,8
bloom-176b,h100-80gb-pcap,128,1,128,0,0,62.76977073,35.73924211,4590.133429,8
bloom-176b,h100-80gb-pcap,256,1,128,0,0,66.93667377,35.99822709,4626.687527,8
bloom-176b,h100-80gb-pcap,256,1,128,0,0,66.53332784,36.17289904,4648.47064,8
bloom-176b,h100-80gb-pcap,256,1,128,0,0,66.09033463,36.10402768,4639.398813,8
bloom-176b,h100-80gb-pcap,256,1,128,0,0,65.75985517,36.20070372,4651.362658,8
bloom-176b,h100-80gb-pcap,256,1,128,0,0,67.12576649,36.1544804,4646.500349,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,100.2815086,36.11317417,4667.148113,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.72574371,35.86653313,4633.224249,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,99.38305391,35.5554734,4595.273495,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,98.13837154,36.17727465,4673.201561,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.92389488,36.14936273,4670.058966,8
bloom-176b,h100-80gb-pcap,1024,1,128,0,0,172.9908401,35.48154885,4644.227505,8
bloom-176b,h100-80gb-pcap,1024,1,128,0,0,173.9912408,35.82293909,4688.445091,8
bloom-176b,h100-80gb-pcap,1024,1,128,0,0,171.8592109,35.71640687,4674.029589,8
bloom-176b,h100-80gb-pcap,1024,1,128,0,0,172.4028241,35.36600818,4629.158735,8
bloom-176b,h100-80gb-pcap,1024,1,128,0,0,171.9049813,35.43053647,4635.964394,8
bloom-176b,h100-80gb-pcap,2048,1,128,0,0,326.4964872,35.74887488,4797.759295,8
bloom-176b,h100-80gb-pcap,2048,1,128,0,0,328.6099375,35.46681127,4763.236523,8
bloom-176b,h100-80gb-pcap,2048,1,128,0,0,353.5031422,35.72157202,4815.001726,8
bloom-176b,h100-80gb-pcap,2048,1,128,0,0,329.0471782,35.66854966,4789.278507,8
bloom-176b,h100-80gb-pcap,2048,1,128,0,0,341.2425548,35.74251707,4808.275223,8
bloom-176b,h100-80gb-pcap,4096,1,128,0,0,875.3976985,36.93653272,5373.47579,8
bloom-176b,h100-80gb-pcap,4096,1,128,0,0,983.9222366,37.10855382,5479.558229,8
bloom-176b,h100-80gb-pcap,4096,1,128,0,0,849.2178345,37.14636995,5380.473137,8
bloom-176b,h100-80gb-pcap,4096,1,128,0,0,895.3035975,36.66518498,5355.051756,8
bloom-176b,h100-80gb-pcap,4096,1,128,0,0,931.0807974,36.74658944,5392.614126,8
bloom-176b,h100-80gb-pcap,8192,1,128,0,0,1996.013612,37.35344543,6295.004606,8
bloom-176b,h100-80gb-pcap,8192,1,128,0,0,1982.261841,37.43808466,6295.910835,8
bloom-176b,h100-80gb-pcap,8192,1,128,0,0,1997.295707,37.39686871,6302.102327,8
bloom-176b,h100-80gb-pcap,8192,1,128,0,0,2023.588002,37.52663909,6338.462591,8
bloom-176b,h100-80gb-pcap,8192,1,128,0,0,1945.683782,37.44773137,6268.378258,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,100.2815086,36.11317417,4667.148113,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.72574371,35.86653313,4633.224249,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,99.38305391,35.5554734,4595.273495,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,98.13837154,36.17727465,4673.201561,8
bloom-176b,h100-80gb-pcap,512,1,128,0,0,97.92389488,36.14936273,4670.058966,8
bloom-176b,h100-80gb-pcap,512,1,256,0,0,99.79684388,36.85561552,9481.306314,8
bloom-176b,h100-80gb-pcap,512,1,256,0,0,98.55097849,36.66363701,9431.301594,8
bloom-176b,h100-80gb-pcap,512,1,256,0,0,99.4942208,36.82186752,9472.20397,8
bloom-176b,h100-80gb-pcap,512,1,256,0,0,99.76920074,36.54686243,9402.436256,8
bloom-176b,h100-80gb-pcap,512,1,256,0,0,99.1373279,36.31351473,9341.363668,8
bloom-176b,h100-80gb-pcap,512,1,512,0,0,99.50767711,36.90546257,4730.248213,8
bloom-176b,h100-80gb-pcap,512,1,512,0,0,99.23115411,36.98741155,18987.31732,8
bloom-176b,h100-80gb-pcap,512,1,512,0,0,99.63406441,37.00621619,18997.1993,8
bloom-176b,h100-80gb-pcap,512,1,512,0,0,112.0727854,36.779393,7741.565704,8
bloom-176b,h100-80gb-pcap,512,1,512,0,0,98.3007337,36.71284753,18846.33708,8
bloom-176b,h100-80gb-pcap,512,1,1024,0,0,103.1871815,36.56264259,4690.445662,8
bloom-176b,h100-80gb-pcap,512,1,1024,0,0,98.98434519,36.96453317,25964.87284,8
bloom-176b,h100-80gb-pcap,512,1,1024,0,0,99.11908365,36.67762529,37614.73823,8
bloom-176b,h100-80gb-pcap,512,1,1024,0,0,98.37163963,36.60089442,37534.08504,8
bloom-176b,h100-80gb-pcap,512,1,1024,0,0,98.89862452,37.19251307,35128.34048,8
bloom-176b,h100-80gb-pcap,512,1,2048,0,0,99.42600849,35.56974314,4562.072277,8
bloom-176b,h100-80gb-pcap,512,1,2048,0,0,100.7379399,35.69584608,25077.42548,8
bloom-176b,h100-80gb-pcap,512,1,2048,0,0,98.41446807,35.80542696,37867.74039,8
bloom-176b,h100-80gb-pcap,512,1,2048,0,0,97.73739688,35.47486355,35599.1168,8
bloom-176b,h100-80gb-pcap,512,1,2048,0,0,97.54977178,35.52387159,16138.99708,8
bloom-176b,h100-80gb-pcap,512,1,4096,0,0,100.3381925,36.28299952,4652.140379,8
bloom-176b,h100-80gb-pcap,512,1,4096,0,0,99.21864814,36.1889803,25419.13629,8
bloom-176b,h100-80gb-pcap,512,1,4096,0,0,98.06390617,36.1637846,38243.53433,8
bloom-176b,h100-80gb-pcap,512,1,4096,0,0,98.38978105,36.30346003,36431.72503,8
bloom-176b,h100-80gb-pcap,512,1,4096,0,0,97.91372113,36.08534354,16393.14675,8
bloom-176b,h100-80gb-pcap,512,1,8192,0,0,111.5723661,35.97253582,4622.254848,8
bloom-176b,h100-80gb-pcap,512,1,8192,0,0,98.55060279,36.16617501,25405.30109,8
bloom-176b,h100-80gb-pcap,512,1,8192,0,0,97.73873329,36.10789283,38187.92105,8
bloom-176b,h100-80gb-pcap,512,1,8192,0,0,98.61401421,36.12250835,36253.73864,8
bloom-176b,h100-80gb-pcap,512,1,8192,0,0,99.27096014,36.23435916,16464.18548,8
llama2-13b,a100-80gb,128,1,128,,,35.73131561,36.15534212,4627.459764,4
llama2-13b,a100-80gb,256,1,128,,,37.8780365,35.67907191,4569.120169,4
llama2-13b,a100-80gb,1024,1,128,,,167.3727036,36.07113155,4748.40641,4
llama2-13b,a100-80gb,2048,1,128,,,87.37564087,37.97481755,4910.177469,4
llama2-13b,a100-80gb,4096,1,128,,,77.65626907,43.51279304,5603.780985,4
llama2-13b,a100-80gb,8192,1,128,,,95.48854828,61.86467268,7952.301979,4
llama2-13b,a100-80gb,512,1,128,,,82.5984478,34.53418401,4468.439817,2
llama2-13b,a100-80gb,512,2,128,,,105.1561832,35.16876416,4571.589231,2
llama2-13b,a100-80gb,512,4,128,,,52.97541618,37.90754221,4867.233276,2
llama2-13b,a100-80gb,512,8,128,,,98.24705124,44.25631733,5718.799353,2
llama2-13b,a100-80gb,512,16,128,,,63.45057487,62.59540122,8013.06653,2
llama2-13b,a100-80gb,512,32,128,,,121.3750839,132.9258051,17002.95234,2
llama2-13b,a100-80gb,512,64,128,,,4801.010847,184.153232,28188.47132,2
llama2-13b,a100-80gb,512,1,128,,,96.09246254,38.19020527,4946.248531,4
llama2-13b,a100-80gb,512,2,128,,,153.6700726,37.57632436,4925.863266,4
llama2-13b,a100-80gb,512,4,128,,,113.8339043,39.24905034,5098.463297,4
llama2-13b,a100-80gb,512,8,128,,,78.72867584,62.14854849,7971.594334,4
llama2-13b,a100-80gb,512,16,128,,,79.02956009,68.25047966,8746.840477,4
llama2-13b,a100-80gb,512,32,128,,,85.35051346,110.519351,14121.30809,4
llama2-13b,a100-80gb,512,64,128,,,123.8160133,195.6291856,24968.72258,4
llama2-13b,a100-80gb,512,1,256,,,95.31569481,36.26960212,9344.064236,4
llama2-13b,a100-80gb,512,1,1024,,,37.44506836,37.16797237,38060.2808,4
llama2-13b,a100-80gb,512,1,2048,,,38.11120987,36.88633611,75544.44122,4
llama2-13b,a100-80gb,512,1,4096,,,36.90052032,37.94995076,155441.9489,4
llama2-13b,a100-80gb,512,1,8192,,,37.46795654,43.67006522,357738.9722,4
llama2-13b,a100-80gb,512,1,256,,,91.90225601,36.45324894,9387.480736,2
llama2-13b,a100-80gb,512,1,1024,,,36.2610817,36.10332108,36969.95854,2
llama2-13b,a100-80gb,512,1,2048,,,37.63985634,36.41000106,74568.91203,2
llama2-13b,a100-80gb,512,1,4096,,,37.36424446,36.34427907,148867.187,2
llama2-13b,a100-80gb,512,1,8192,,,36.89789772,40.71712861,333550.8983,2
llama2-13b,a100-80gb,128,1,128,,,35.11285782,36.34435173,4650.845528,2
llama2-13b,a100-80gb,256,1,128,,,37.70923615,36.24291683,4640.559673,2
llama2-13b,a100-80gb,1024,1,128,,,121.2980747,36.6272626,4772.960424,2
llama2-13b,a100-80gb,2048,1,128,,,53.60341072,37.87590012,4863.842726,2
llama2-13b,a100-80gb,4096,1,128,,,62.55364418,40.67155132,5227.840662,2
llama2-13b,a100-80gb,8192,1,128,,,61.11478806,57.12595324,7316.110849,2
